Time (min),Injection Rate (log10[m3/min]),Sequential Volume Change (log10[m3]),Sign of Injection Rate (-),Time Since Injection Sign Change (log10[min])
0.00149646439730035,-Inf,-2.03959549885863,0,-Inf
5.00161157704325,-1.05747000792741,-0.358490005149098,1,-Inf
10.0017266896892,-0.983763636527297,-0.284783633748986,1,-Inf
15.0018418023351,-0.883290264357479,-0.184310261579168,1,-Inf
20.0019569149811,-0.668202728703743,0.0307772740745678,1,-Inf
25.002072027627,0.160757273682488,0.859737276460799,1,-Inf
30.002187140273,0.26472488796474,0.963704890743051,1,-Inf
35.0023022529189,0.268111024118185,0.967091026896496,1,-Inf
40.0024173655649,0.270912247039428,0.969892249817739,1,-Inf
45.0025324782108,0.2721676124932,0.971147615271511,1,-Inf
50.0026475908568,0.274112232476749,0.973092235255059,1,-Inf
55.0027627035027,0.275220179951947,0.974200182730258,1,-Inf
60.0028778161487,0.277013731905718,0.975993734684029,1,-Inf
65.0029929287946,0.278387971697037,0.977367974475347,1,-Inf
70.0031080414406,0.278800421898646,0.977780424676958,1,-Inf
75.0032231540865,0.280578546443265,0.979558549221575,1,-Inf
80.0033382667325,0.280851699067625,0.979831701845936,1,-Inf
85.0034533793784,0.281261063766588,0.980241066544899,1,-Inf
90.0035684920243,0.281805380845897,0.980785383624208,1,-Inf
95.0036836046703,0.281260687055013,0.980240689833325,1,-Inf
100.003798717316,0.281260583459272,0.980240586237584,1,-Inf
105.003913829962,0.281124309449275,0.980104312227585,1,-Inf
110.004028942608,0.281123979722854,0.980103982501165,1,-Inf
115.004144055254,0.28071480633536,0.979694809113672,1,-Inf
120.0042591679,0.280578370368076,0.979558373146388,1,-Inf
125.004374280546,0.280578370368076,0.979558373146387,1,-Inf
130.004489393192,0.280578125120373,0.979558127898684,1,-Inf
135.004604505838,0.280305143255004,0.979285146033316,1,-Inf
140.004719618484,0.280304885268236,0.979284888046548,1,-Inf
145.00483473113,0.280031479693149,0.979011482471459,1,-Inf
150.004949843776,0.279757901889996,0.978737904668306,1,-Inf
155.005064956422,0.279484151641653,0.978464154419963,1,-Inf
160.005180069068,0.279210512601395,0.978190515379706,1,-Inf
165.005295181714,0.279210947869606,0.978190950647917,1,-Inf
170.005410294359,0.279621026277086,0.978601029055397,1,-Inf
175.005525407005,0.279347341060736,0.978327343839048,1,-Inf
180.005640519651,0.279210358049534,0.978190360827846,1,-Inf
185.005755632297,0.279073805085265,0.978053807863577,1,-Inf
190.005870744943,0.27934733160136,0.97832733437967,1,-Inf
195.005985857589,0.27921018457289,0.9781901873512,1,-Inf
200.006100970235,0.278936423301099,0.977916426079411,1,-Inf
205.006216082881,0.278936252871111,0.97791625564942,1,-Inf
210.006331195527,0.278799140114644,0.977779142892957,1,-Inf
215.006446308173,0.278661630348178,0.977641633126491,1,-Inf
220.006561420819,0.278250802664548,0.977230805442858,1,-Inf
225.006676533465,0.278524964737017,0.977504967515329,1,-Inf
230.006791646111,0.278524591962838,0.977504594741151,1,-Inf
235.006906758757,0.278250062967273,0.97723006574558,1,-Inf
240.007021871403,0.277975746223223,0.976955749001539,1,-Inf
245.007136984049,0.277975157886326,0.976955160664634,1,-Inf
250.007252096695,0.277563176591302,0.976543179369613,1,-Inf
255.007367209341,0.277425021495665,0.976405024273976,1,-Inf
260.007482321987,0.276874396638244,0.975854399416557,1,-Inf
265.007597434632,0.276323491899765,0.975303494678075,1,-Inf
270.007712547278,0.276046928943248,0.975026931721559,1,-Inf
275.007827659924,0.275356349129054,0.974336351907364,1,-Inf
280.00794277257,0.274666428851809,0.973646431630118,1,-Inf
285.008057885216,0.275080229763015,0.974060232541326,1,-Inf
290.008172997862,0.274665090186142,0.973645092964452,1,-Inf
295.008288110508,0.274258741525867,0.973238744304178,1,-Inf
300.008403223154,0.279348413122073,0.978328415900388,1,-Inf
305.0085183358,0.279894513936902,0.978874516715211,1,-Inf
310.008633448446,0.279620849813264,0.978600852591577,1,-Inf
315.008748561092,0.279347013135563,0.978327015913877,1,-Inf
320.008863673738,0.279073246630071,0.978053249408383,1,-Inf
325.008978786384,0.278935930947616,0.977915933725926,1,-Inf
330.00909389903,0.278661162947958,0.977641165726268,1,-Inf
335.009209011676,0.278113115979834,0.977093118758144,1,-Inf
340.009324124322,0.27811234758907,0.977092350367378,1,-Inf
345.009439236968,0.27769931905579,0.976679321834102,1,-Inf
350.009554349614,0.276876010740976,0.975856013519286,1,-Inf
355.009669462259,0.277288244921026,0.976268247699338,1,-Inf
360.009784574905,0.277286359891066,0.97626636266938,1,-Inf
365.009899687551,0.276323091829893,0.975303094608205,1,-Inf
370.010014800197,0.275909139164882,0.974889141943196,1,-Inf
375.010129912843,0.275438518482084,0.974418521260397,1,-Inf
380.010245025489,0.245460051925828,0.944440054704141,1,-Inf
385.010360138135,-Inf,-Inf,0,0.698980002778308
390.010475250781,-Inf,-2.16584449697805,0,1.00000999844229
395.010590363427,-0.184293581573338,0.514686421204971,1,-Inf
400.010705476073,0.273277942157936,0.972257944936248,1,-Inf
405.010820588719,0.272722933664524,0.971702936442835,1,-Inf
410.010935701365,0.27258354061317,0.971563543391476,1,-Inf
415.011050814011,0.272303998510646,0.971284001288958,1,-Inf
420.011165926657,0.271469235712237,0.970449238490549,1,-Inf
425.011281039303,0.271190523836584,0.970170526614888,1,-Inf
430.011396151949,0.271050943312487,0.970030946090804,1,-Inf
435.011511264595,0.270910353420489,0.969890356198795,1,-Inf
440.011626377241,0.270352376645896,0.96933237942421,1,-Inf
445.011741489887,0.270214497168264,0.96919449994657,1,-Inf
